Abigail	Abi
koksiak	koksiaczek
koktajl	koktajlik
kolacja	kolacyjka
kolano	kolanko
kolbowaty	kolbka
kolebka	kolebeczka
koleżanka	koleżaneczka
kolor	kolorek
koloratura	koloraturka
kolorofon	kolorofonik
koloryt	kolorycik
kolumna	kolumienka
kolęda	kolędeczka
komar	komarek
kombinat	kombinacik
komedia	komedyjka
komfort	komforcik
komin	kominek
kominiarz	kominiarczyk
komisariat	komisariacik
komitet	komitecik
komiśniak	komiśniaczek
komnata	komnatka
komoda	komódka
komora	komórka
kompakt	kompakcik
kompania	kompanijka
kompleks	kompleksik
komplement	komplemencik
komplet	komplecik
kompost	kompościk
kompot	kompocik
komputer	komputerek
komuch	komuszek
komunikat	komunikacik
komórka	komóreczka
komża	komeżka
konar	konarek
koncepcja	koncepcyjka
koncept	koncepcik
koncerniak	koncerniaczek
koncert	koncercik
koncesja	koncesyjka
kondensator	kondensatorek
kondom	kondomik
kondon	kondonik
kondukt	kondukcik
konew	koneweczka
konew	konewka
konewka	koneweczka
konferencja	konferencyjka
konflikt	konflikcik
koniak	koniaczek
koniczyna	koniczynka
koniec	koniuszek
koniugacja	koniugacyjka
konkordat	konkordacik
konkret	konkrecik
konkubinat	konkubinacik
konosament	konosamencik
konsola	konsolka
konspekt	konspekcik
konspiracja	konspiracyjka
konszachty	konszachciki
kontakt	kontakcik
kontekst	kontekścik
kontrakt	kontrakcik
kontrast	kontraścik
kontratak	kontrataczek
konturówka	konturóweczka
kontynent	kontynencik
konwalia	konwalijka
konwent	konwencik
kopa	kopka
koparka	kopareczka
kopciuch	kopciuszek
koper	koperek
koperta	kopertka
kopiec	kopczyk
kopiejka	kopiejeczka
kopieniak	kopieniaczek
kopniak	kopniaczek
kopyto	kopytko
korale	koraliki
korba	korbka
korbacz	korbaczyk
korek	koreczek
kornet	kornecik
koronka	koroneczka
korpus	korpusik
kort	korcik
korytarz	korytarzyk
koryto	korytko
korzec	korczyk
korzeń	korzoneczek
korzeń	korzonek
kosiarka	kosiareczka
kosior	kosiorek
kostka	kosteczka
kostniak	kostniaczek
kostucha	kostusia
kosz	koszyczek
kosz	koszyk
koszałka	koszałeczka
koszmar	koszmarek
koszt	koszcik
koszula	koszulka
koszulka	koszuleczka
kot	kicia
kot	kiciuś
kot	kizia
kot	kociaczek
kot	kociak
kot	koteczek
kot	kotek
kot	kotyfikacja
kot	kotyfikowanie
kotara	kotarka
kotek	koteczek
kotka	koteczka
kotlecik	kotlet
kotlet	kotlecik
kotlina	kotlinka
kotwica	kotwiczka
kotylion	kotylionik
kowadło	kowadełko
koza	kózka
kozak	kozaczek
kozioł	koziołek
kozioł	koźlę
koł	kołek
kołacz	kołaczyk
kołdra	kołderka
kołnierz	kołnierzyczek
kołnierz	kołnierzyk
koło	kółeczko
koło	kółko
kołowrót	kołowrotek
kołowy	kółko
kołpak	kołpaczek
kołyska	kołyseczka
koń	koniczek
koń	konik
końcówka	końcóweczka
kościołowy	kościółek
kościstość	kosteczka
kościstość	kostka
kościół	kościółeczek
kościół	kościółek
kość	kosteczka
kość	kostka
koźlak	koźlarek
koźlarz	koźlarek
koźlę	koźlątko
krab	krabik
kraina	krainka
krajanka	krajaneczka
krajarka	krajareczka
krajobraz	krajobrazek
krajobraz	krajobrazik
krakers	krakersik
krakowiak	krakowiaczek
krakowianka	krakowianeczka
krakus	krakusek
kram	kramik
kran	kranik
krasnal	krasnalek
krasnolud	krasnoludek
krata	krateczka
krata	kratka
krater	kraterek
kratka	krateczka
krawat	krawacik
krawiec	krawczyk
krałza	krałzka
kredyt	kredycik
krem	kremik
krepina	krepinka
kresa	krecha
kresa	kreseczka
kresa	kreska
kresa	kresowy
kresa	krycha
kresa	kryska
kreska	kreseczka
kresowiak	kresowiaczek
kret	krecik
kretyn	kretynek
krok	kroczek
krokodyl	krokodylek
krokus	krokusek
krokus	krokusik
kromka	kromeczka
kropidło	kropidełko
kropka	kropeczka
kropla	kropeleczka
kropla	kropelka
krople	kropelki
kroplówka	kroplóweczka
krosta	krosteczka
krosta	krostka
krostka	krosteczka
krowa	krowiczka
krowa	krowinka
krowa	króweczka
krowa	krówka
kruchy	kruchusieńki
kruchy	kruchuteńki
kruchy	kruchutki
kruk	kruczek
krupa	krupka
krupnik	krupniczek
kruszyna	kruszyneczka
kruszyna	kruszynka
krwiak	krwiaczek
krykiet	krykiecik
kryształ	kryształek
krzak	krzaczek
krzesiwo	krzesiwko
krzesło	krzesełeczko
krzesło	krzesełko
krzew	krzewina
krzew	krzewinka
krzew	krzewuszka
krzta	krztyna
krzywy	krzywiutki
krzyż	krzyżyk
krzyżak	krzyżaczek
krzyżówka	krzyżóweczka
króbka	króbeczka
królewicz	królewiczątko
królik	króliczek
krótki	króciuchny
krótki	króciusieńki
krótki	króciuteńki
krótki	króciutki
krótki	króciuśki
krągły	krąglutki
kręgiel	kręgielek
krętacz	krętaczek
ksiądz	księżulek
ksiądz	księżulo
książka	książeczka
książę	książątko
księga	książeczka
księga	książka
księgarnia	księgarenka
ksywa	ksywka
kształt	kształcik
kuban	kubanek
kuban	kubaniarski
kubek	kubeczek
kubeł	kubełek
kubrak	kubraczek
kuc	kucyk
kucharka	kuchareczka
kucharz	kuchcik
kuchnia	kuchenka
kuciapa	kuciapka
kuczer	kuć
kufel	kufelek
kufer	kuferek
kuferek	kufereczek
kujawiak	kujawiaczek
kukawka	kukaweczka
kukiełka	kukiełeczka
kukułka	kukaweczka
kukułka	kukułeczka
kukła	kukiełka
kul	kulik
kula	kuleczka
kula	kulka
kulfon	kulfonik
kulka	kuleczka
kult	kulcik
kundel	kundelek
kupa	kupeczka
kupa	kupka
kuper	kuperek
kupka	kupeczka
kuplet	kuplecik
kupon	kuponik
kur	kurasek
kur	kuraszek
kur	kurek
kura	kokoszka
kura	kurczyna
kura	kureczka
kura	kurka
kurant	kurancik
kurczak	kurczaczek
kurczę	kurczątko
kurdupel	kurdupelek
kurhan	kurhanek
kurka	kureczka
kurort	kurorcik
kurs	kursik
kurtka	kurteczka
kurtyna	kurtynka
kurwa	kurewka
kurwa	kurwiątko
kurzeniec	kurczyna
kurzeniec	kureczka
kurzeniec	kurka
kusy	kusiutki
kutas	kutasek
kutas	kutasik
kuzyn	kuzynek
kuzynka	kuzyneczka
kwadrans	kwadransik
kwadrat	kwadracik
kwartet	kwartecik
kwas	kwasek
kwasowość	kwasek
kwasowość	kwasik
kwaterka	kwatereczka
kwiaciarka	kwiaciareczka
kwiat	kwiatek
kwiat	kwiatuszek
kwietnik	kwietniczek
kwindecz	kwindeczyk
kwintet	kwintecik
kwit	kwitek
kwoka	kwoczka
kółko	kółeczko
kąkol	kąkolik
kąpiel	kąpiółka
kąt	kącik
kąt	kąteczek
kąt	kątek
kędzior	kędziorek
kępa	kępka
kłak	kłaczek
kłamca	kłamczuch
kłamca	kłamczuszek
kłamstwo	kłamstewko
kłoda	kłódka
kłodzczanka	kłodzczaneczka
kłopot	kłopocik
kłos	kłosek
kłus	kłusik
kłusować	kłusik
kłódka	kłódeczka
kłąb	kłębek
kłąb	kłębik
kłębek	kłębuszek
labirynt	labiryncik
lak	laczek
lalka	lala
lalka	laleczka
lalka	lalunia
lalka	lalusia
lament	lamencik
laminarka	laminareczka
laminat	laminacik
lampa	lampeczka
lampa	lampka
lampion	lampionik
lampka	lampeczka
lancet	lancecik
landrynka	landryneczka
landszaft	landszafcik
las	laseczek
las	lasek
laska	laseczka
lasztówka	lasztóweczka
lata	latka
latarka	latareczka
latarka	latarenka
latos	latosek
lazaret	lazarecik
lańcuch	lańcuszek
lebera	leberka
legniczanka	legniczaneczka
legwan	legwanek
legwan	legwaniątko
legwanek	legwaniątko
lej	lejek
lekcja	lekcyjka
lekki	leciusieńki
lekki	leciuteńki
lekki	leciutki
lekki	leciuśki
lekki	lekkusieńki
lekki	lekkuśki
lekki	lekusieńki
lekki	lekuśki
lektura	lekturka
leniuch	leniuszek
leniuchować	leniuszek
lew	lewek
lewak	lewaczek
lewar	lewarek
leń	leniuszek
leżak	leżaczek
libacja	libacyjka
licencjat	licencjacik
lichtarz	lichtarzyk
lichy	lichutki
liczydło	liczydełko
likier	likiereczek
likier	likierek
lilak	lilaczek
lilia	lilijka
liliput	liliputek
limona	limonka
lina	linka
linijka	linijeczka
lipa	lipka
lis	liseczek
lis	lisek
lisię	lisiątko
list	liścik
listeczek	listek
listek	listeczek
listewka	listeweczka
listowy	liścik
listwa	listewka
litera	literka
litr	literek
lizak	lizaczek
liść	listeczek
liść	listek
loch	loszek
locha	loszka
lodówka	lodóweczka
lok	loczek
lokal	lokalik
lokomotywa	lokomotywka
lokówka	lokóweczka
lont	loncik
lotion	lotionik
lubrykant	lubrykancik
lud	ludek
lufa	lufka
luft	lufcik
luksus	luksusik
luneta	lunetka
lupa	lupka
lustro	lustereczko
lustro	lusterko
lut	lucik
luźny	luźniutki
lwi	lewek
lwi	lwiątko
lwię	lwiątko
lód	lodzik
maciora	maciorka
macocha	macoszka
magazyn	magazynek
magazyn	magazynik
magistrat	magistracik
magnetofon	magnetofonik
majdan	majdanik
majestat	majestacik
majonez	majonezik
majtki	majteczki
majtki	majtusie
majzel	majzlik
majątkowy	mająteczek
mak	maczek
makaron	makaronik
makata	makatka
makówka	makóweczka
malina	malinka
malowidło	malowidełko
maluch	maluszek
malunek	maluneczek
malutko	ciutkę
malutko	troszeczkę
mama	mamusia
mama	mamuśka
mama	mateczka
mama	mateńka
mama	matula
mamucię	mamuciątko
mamusiunia	mamusienieczka
mandat	mandacik
maniak	maniaczek
mankament	mankamencik
mankiet	mankiecik
manufaktura	manufakturka
manuskrypt	manuskrypcik
mapa	mapka
maraton	maratonik
marcepan	marcepanek
marcepan	marcepanik
marchew	marcheweczka
marchew	marchewka
marchewka	marcheweczka
marchwianka	marcheweczka
marchwianka	marchewka
marihuana	marihuanka
marka	mareczka
market	markecik
marmolada	marmoladka
marmoryzacja	marmurek
marmoryzowanie	marmurek
marmoryzować	marmurek
marmur	marmurek
marmurkowanie	marmurek
marmurkowaty	marmurek
marmurkować	marmurek
marmurkowy	marmurek
marmurowy	marmurek
marny	marniuteńki
marny	marniutki
marynarka	marynareczka
marynarz	marynarzyk
masaż	masażyk
maselnica	maselniczka
maska	maseczka
maszt	maszcik
maszt	masztelek
maszyna	maszynka
masło	masełko
materac	materacyk
matka	mamcia
matka	mamunia
matka	mamusia
matka	mamuśka
matka	matczysko
matka	mateczka
matka	mateńka
matka	matuchna
matka	matusia
matka	matuś
mazak	mazaczek
maziak	maziaczek
mazur	mazurek
mać	matka
mała	przesyłeczka
małpa	małpeczka
małpa	małpiątko
małpa	małpię
małpa	małpka
małpka	małpeczka
małpka	małpiątko
maślak	maślaczek
maślanka	maślaneczka
mebel	mebelek
mech	meszek
meczet	meczecik
medal	medalik
medalion	medalionik
medykament	medykamencik
megafon	megafonik
melodia	melodyjka
melon	melonik
melzupa	melzupka
messerschmitt	messerschmicik
meteoryt	meteorycik
mewa	mewka
mgła	mgiełka
miara	miarka
miarka	miareczka
miasto	miasteczko
miasto	mieścina
miech	mieszek
miecz	mieczyk
miednica	miedniczka
miedziak	miedziaczek
miedzioryt	miedziorycik
mielonka	mieloneczka
miesiąc	miesiączek
miesięczny	miesiączek
mieszadło	mieszadełko
mieszkanie	mieszkanko
mieszkaniowy	mieszkanko
migdał	migdałek
migdałowiec	migdałek
mikrobus	mikrobusik
mikrofon	mikrofonik
mikser	mikserek
mikstura	miksturka
mila	milka
milion	milionik
mina	mineczka
mina	minka
minaret	minarecik
miniatura	miniaturka
minus	minusik
minuta	minuteczka
minuta	minutka
miodownik	miodowniczek
miotła	miotełka
mirt	mircik
misa	miseczka
misa	miska
misiura	misiurka
miska	miseczka
mizerny	mizernieńki
mizerny	mizerniuteńki
mizerny	mizerniutki
miód	miodek
miód	miodzio
miękki	mięciuchny
miękki	mięciusieńki
miękki	mięciuteńki
miękki	mięciutki
miękkość	mięciusieńki
miękkość	mięciuteńki
miękkość	mięciutki
mięsak	mięsaczek
mięsakowy	mięsaczek
mięso	mięsko
mięta	miętka
miętówka	miętóweczka
mięśniak	mięśniaczek
miło	milutko
miłorząb	miłorząbik
miły	mileńki
miły	miluchny
miły	milusi
miły	milusieńki
miły	milutki
miły	miluśki
miś	misiaczek
miś	misio
mleczarka	mleczareczka
mleczniak	mleczniaczek
mleko	mleczko
mlyko	mlycziczko
mnich	mniszek
model	modelik
modem	modemik
modrak	modraczek
modrzew	modrzewik
mogiła	mogiłka
mokry	mokruteńki
mokry	mokrutki
mokry	mokrzusieńki
mokry	mokrzuteńki
mokry	mokrzutki
moment	momencik
moneta	monetka
monopol	monopolik
monument	monumencik
mops	mopek
mops	mopsik
morał	moralik
morda	mordeczka
morda	mordka
morda	morduchna
mordka	mordeczka
morela	morelka
most	mosteczek
most	mostek
mostek	mosteczek
motel	motelik
motor	motorek
motorowy	motorek
motorówka	motoróweczka
motyka	motyczka
motyl	motylek
mowa	mówka
moździerz	moździerzyk
mrok	mroczek
mruk	mruczek
mrówka	mróweczka
mróz	mrozek
mróz	mrozik
mszał	mszalik
muc	mucyk
mucha	muszka
muchomor	muchomorek
muchomór	muchomorek
mufka	mufeczka
mundur	mundurek
mur	mureczek
mur	murek
murawa	murawka
muszkiet	muszkiecik
muszla	muszelka
musztardnica	musztardniczka
muzyka	muzyczka
muł	mułek
mydlić	mydelniczka
mydlić	mydełko
mydło	mydełko
mysz	mysia
mysz	myszka
myszka	myszeczka
myśliwy	myśliweczek
mózg	móżdżek
mądrość	mądrostka
mąka	mączka
mątew	mątewka
mątwa	mątewka
mąż	mężulek
mąż	mężulko
mąż	mężulo
mąż	mężunio
mąż	mężuś
mężatka	mężateczka
młode	oślątko
młodo	młodziuchno
młodo	młodziusieńko
młodo	młodziuteńko
młodo	młodziutko
młody	młodziuchny
młody	młodziusieńki
młody	młodziuteńki
młody	młodziuśki
młodzian	młodzianek
młodzieniec	młodzieniaszek
młokos	młokosik
młot	młoteczek
młot	młotek
młotek	młoteczek
młyn	młynek
młynarka	młynareczka
mżawka	mżaweczka
na razie	narka
naczyniak	naczyniaczek
naczynie	naczynko
naczynie	naczyńko
nadbudowa	nadbudówka
nadbudowa	pięterko
nadzienie	nadzionko
nagi	nagusieńki
nagi	naguteńki
nagi	nagutki
naiwniak	naiwniaczek
naiwny	naiwniutki
naklejka	naklejeczka
nakrywka	nakryweczka
nakrętka	nakręteczka
nalepa	nalepka
nalewka	naleweczka
naleśnik	naleśniczek
nalot	nalocik
namiot	namiocik
naokoło	naokolusieńko
naokoło	naokoluteńko
napis	napisik
nara	narka
narka	NQ
narka	nq
narzuta	narzutka
nasada	nasadka
nasienie	nasionko
nasiono	nasionko
nastrój	nastroik
nauka	nauczka
nawias	nawiasik
nać	natka
nektaryna	nektarynka
neon	neonek
neon	neonik
nerka	nereczka
nerw	nerwik
neseser	neseserek
net	necik
neuron	neuronik
niebieski	niebieściuchny
niebieski	niebieściutki
nieborak	nieboraczek
niebożec	nieboszczyk
niebożę	niebożątko
niecnota	niecnotka
niedosyt	niedosycik
niedziela	niedzielka
niedźwiedź	misiu
niedźwiedź	miś
niedźwiedź	niedźwiadek
niefart	niefarcik
niegrzeczność	niegrzecznostka
niemowlak	niemowlaczek
niesmak	niesmaczek
niespokojnica	niespokojniczka
niespokojnik	niespokojniczek
niewiasta	niewiastka
niezbyt	rozmówka
nieżyt	nieżycik
niski	niziusieńki
niski	niziuteńki
niski	niziutki
niski	niziuśki
nisko	niziuteńko
nisko	niziutko
nitka	niteczka
niuans	niuansik
nić	niteczka
nić	nitka
noc	nocka
nocnik	nocniczek
noga	nóżka
nogawka	nogaweczka
nora	norka
nos	noseczek
nos	nosek
notatnik	notatniczek
notes	notesik
nowak	nowaczek
nowicjat	nowicjacik
nowina	nowinka
nowiuśki	nowiusieńki
nowy	nowiuteńki
nowy	nowiuśki
nożyce	nożyczki
numer	numereczek
numer	numerek
nupel	nupelek
nupel	nuplik
nurt	nurcik
nuta	nutka
nysa	nyska
nózia	nóżka
nóż	nożyk
obarzanek	obarzaneczek
obcas	obcasik
obciąg	obciąganko
obciąganie	obciąganko
obcęgi	obcążki
oberek	obereczek
obertas	obertasik
obiad	obiadek
obiekt	obiekcik
oblepa	oblepka
obora	obóreczka
obora	obórka
obraz	obrazeczek
obraz	obrazek
obraz	obrazik
obrazek	obrazeczek
obroża	obróżka
obrus	obrusek
obrus	obrusik
obrót	obrocik
obręb	obrąbek
obręb	obrębek
obręb	obrębienie
obręcz	obrączka
obszczymur	obszczymurek
obwarzanek	obarzaneczek
obwarzanek	obwarzaneczek
obłok	obłoczek
ocean	oceanik
ocena	pałka
ociupina	ociupinka
odbyt	odbycik
odczyt	odczycik
oddział	oddzialik
odlot	odlocik
odmiana	odmianka
odpad	odpadek
odpust	odpuścik
odrobina	odrobineczka
odrobina	odrobinka
odrobinę	ciutkę
odrobinę	troszeczkę
odwet	odwecik
odór	odorek
offset	offsecik
oficer	oficerek
oficyna	oficynka
ogar	ogarek
ogień	ogienek
ogień	ogieniek
ogon	ogoneczek
ogon	ogonek
ogonek	ogoneczek
ogryzek	ogryzeczek
ogród	ogródeczek
ogród	ogródek
ogródek	ogródeczek
ogólniak	ogólniaczek
ogórek	ogóreczek
ojce	ojczyk
ojciec	ojczulek
okienko	okieneczko
okno	okienko
oko	oczko
okowita	okowitka
okoń	okonek
okoń	okoniek
okres	okresik
okruch	okruszek
okruch	okruszyna
okrąglak	okrąglaczek
okrągły	okrągluchny
okrągły	okrąglusi
okrągły	okrąglusieńki
okrągły	okrągluteńki
okrągły	okrąglutki
okrągły	okrągluśki
okręt	okręcik
oktet	oktecik
okularnik	okularniczek
okulary	okularki
okładka	okładeczka
olbrzym	olbrzymek
olbrzymi	olbrzymek
olej	olejek
oliwa	oliwka
oliwiarka	oliwiareczka
oliwka	oliweczka
olszyna	olszynka
oma	omeczka
oma	omka
omam	omamik
omlet	omlecik
onuca	onucka
opałka	opałeczka
opis	opisik
opona	oponka
opornik	oporniczek
opowiadanie	opowiadanko
opowieść	opowiastka
opozycja	opozycyjka
oprocentować	procencik
oranżada	oranżadka
organ	organek
organ	organki
organy	organki
orgia	orgietka
ornament	ornamencik
ornat	ornacik
orszak	orszaczek
ortalion	ortalionik
orurowanie	rurka
orzech	orzeszek
orzeł	orlątko
orzeł	orzełek
oset	osecik
osełka	osełeczka
osioł	osiołek
osoba	osóbka
ostrożny	ostrożniutki
osłona	osłonka
otoczak	otoczaczek
otomana	otomanka
otwór	otworek
owca	owieczka
owies	owiesek
owies	owsik
owoc	owocek
owsianka	owsianeczka
ozdoba	ozdóbka
ozdobnik	ozdóbka
ozór	ozorek
ołtarz	ołtarzyk
ołówek	ołóweczek
oś	ośka
oślę	oślątko
ośmiokąt	ośmiokącik
ośmiornica	ośmiorniczka
ość	ostka
paca	packa
pacierz	paciorek
pacyfa	pacyfka
paczka	paczuszka
paczkomat	paczkomacik
pagórek	pagóreczek
pajac	pajacyk
pajda	pajdka
pająk	pajączek
pajęczyna	pajęczynka
pak	paczek
pakamera	pakamerka
pakiet	pakiecik
pakt	pakcik
pakunek	pakuneczek
pal	paliczek
pal	palik
palcat	palcacik
palcówka	palcóweczka
palec	paluszek
paleta	paletka
palik	paliczek
paliwo	paliwko
palma	palemka
palto	palteczko
palto	paltko
paltot	paltocik
paluch	paluszek
pamflet	pamflecik
pamiętnik	pamiętniczek
pancerniak	pancerniaczek
pancerz	pancerzyk
panel	panelik
pani	pańcia
panicz	paniczyk
panienka	panieneczka
panienka	paniusia
panikara	panikarka
panna	panienka
panna	paniusia
panna	pannusia
pantera	panterka
pantofel	pantofelek
papa	papcio
papeć	papcioszek
papier	papierek
papieros	papierosek
papilot	papilocik
paproch	paproszek
paproć	paprotka
papryka	papryczka
papuga	papużka
papuć	papucik
papuć	paputek
para	pareczka
para	parka
para	parownie
para	parzenie
para	sparowanie
parafia	parafijka
paragon	paragonik
parapet	parapecik
park	parczek
parka	pareczka
parkan	parkanik
parkiet	parkiecik
parkowanie	parkowanko
parobczak	parobczaczek
parobek	parobeczek
parowóz	parowozik
partia	partyjka
parytet	parytecik
parówka	paróweczka
pas	pasek
pas	pasik
pasek	paseczek
pasiak	pasiaczek
pasieka	pasieczka
pasja	pasyjka
pasjans	pasjansik
pasmo	pasemko
passus	passusik
pasterka	pastereczka
pasternak	pasternaczek
pasterz	pastuszek
pastorałka	pastorałeczka
pastuch	pastuszek
paszport	paszporcik
pasztet	pasztecik
pat	pacik
patefon	patefonik
patelnia	patelenka
patelnia	patelka
patent	patencik
patera	paterka
patka	pateczka
patrol	patrolik
patyk	patyczek
patyk	patyś
paw	pawik
pawilon	pawilonik
paznokieć	paznokietek
pazur	pazurek
pałac	pałacyk
pałacowy	pałacyk
pałka	pałeczka
pałąk	pałączek
państwo	państewko
paź	pazik
pchła	pchełka
pedał	pedałek
pejs	pejsik
pejzaż	pejzażyk
pektorał	pektoralik
peleryna	pelerynka
peleton	peletonik
pelikan	pelikanik
pelikanica	pelikanik
penis	penisek
peniuar	peniuarek
pensja	pensyjka
pensjonarka	pensjonareczka
pensjonat	pensjonacik
pentagram	pentagramik
pepesza	pepeszka
pepik	pepiczek
peron	peronik
personel	personelik
peruka	peruczka
perła	perełka
pestka	pesteczka
pet	pecik
pewny	pewniutki
pełny	pełniusieńki
pełny	pełniuteńki
pełny	pełniutki
pełny	pełniuśki
peżot	peżocik
piana	pianka
piasek	piaseczek
piaskarka	piaskareczka
piaskować	piach
piaskować	piaseczek
piec	piecyk
pieczara	pieczarka
pieczęć	piecząteczka
pieczęć	pieczątka
pieg	piegusek
piegus	piegusek
piekarz	piekarczyk
piekło	piekiełko
pielucha	pieluszeczka
pielucha	pieluszka
pielęgniarka	pielęgniareczka
pieniądz	pieniążek
pieniądze	pieniążki
pieniężnik	pieniążek
pieniężnik	pieniążki
pieprz	pieprzyk
pierdoła	pierdołka
pierdoła	pierdółka
pierdoły	pierdołki
pierdoły	pierdółki
pierdółka	pierdółeczka
piernat	piernacik
piernik	pierniczek
piersiówka	piersióweczka
pierwszak	pierwszaczek
pierzyna	pierzyneczka
pierzyna	pierzynka
pieróg	pierożek
pierścień	pierścioneczek
pierścień	pierścionek
pierścionek	pierścioneczek
pies	pieseczek
pies	piesek
pies	pieseł
pies	piesunio
pies	psiaczek
pies	psina
pies	psinka
pies	psiątko
piesio	piesek
piesio	psiaczek
piesio	psiak
piesio	psina
piesio	psinka
piesio	psiunio
pieszczoch	pieszczoszek
pieszczota	pieszczotka
pietruszka	pietruszeczka
pień	pieniek
pieśń	piosenka
pigment	pigmencik
pigułka	pigułeczka
pijak	pijaczek
pijak	pijaczyna
pijany	pijaniusieńki
pijany	pijaniuteńki
pijany	pijaniutki
pijawka	pijaweczka
pikolak	pikolaczek
pilnik	pilniczek
pilot	pilocik
pingwin	pingwinek
pingwin	pingwiniątko
pion	pionek
pionier	pionierek
pionierka	pioniereczka
piosenka	pioseneczka
piosnka	piosneczka
pipa	pipka
pipeta	pipa
pipeta	pipetka
pipidówa	pipidówka
piramida	piramidka
piramidy	piramidka
piruet	piruecik
pisak	pisaczek
pisanka	pisaneczka
pisarz	pisarczyk
pisior	pisiorek
pisklak	pisklaczek
pisklę	pisklaczek
pisklę	pisklątko
pismak	pismaczek
pismo	pisemko
pistolet	pistolecik
pisuar	pisuarek
piszczałka	piszczałeczka
piwko	piweczko
piwkowanie	piwko
piwnica	piwniczka
piwo	piwko
piwowar	piwowarczyk
pizda	piczka
pizdowaty	piczka
piórnik	piórniczek
pióro	pióreczko
pióro	piórko
piąstka	piąsteczka
piątak	piątaczek
piątek	piąteczek
piątka	piąteczka
pięciokąt	pięciokącik
piękny	piękniutki
pięta	piętka
piętro	pięterko
piętrus	piętruś
pięściak	pięściaczek
pięść	piąstka
piła	piłeczka
piła	piłka
piłka	piłeczka
piłkarz	piłkarzyk
piżama	piżamka
plac	placyk
placek	placuszek
plagiat	plagiacik
plagiator	plagiacik
plakat	plakacik
plakieta	plakietka
plama	plameczka
plama	plamka
plamka	plameczka
plan	planik
planeta	planetka
plastelina	plastelinka
plaster	plasterek
plebania	plebanijka
plecak	plecaczek
plecionka	plecioneczka
plecy	plecki
pled	pledzik
plewa	plewinka
plewa	plewka
plik	pliczek
plisa	pliska
plotka	ploteczka
plotkarka	plotkareczka
plus	plusik
pluskwa	pluskiewka
pluszak	pluszaczek
pluton	plutonik
pniak	pieniek
pniak	pniaczek
pobijak	pobijaczek
pocztylion	pocztylionik
pocztówka	pocztóweczka
poczwara	poczwarka
podanie	podanko
podest	podeścik
podgląd	podglądzik
podjazd	podjaździk
podkast	podkaścik
podkowa	podkóweczka
podkowa	podkówka
podkowiak	podkowiaczek
podkówka	podkóweczka
podmiot	podmiocik
podmurówka	murek
podobny	podobniusieńki
podobny	podobniutki
podpis	podpisik
podróżnik	podróżniczek
podstawa	podstaweczka
podstawa	podstawka
podstawka	podstaweczka
poduszka	poduszeczka
podwika	podwiczka
podwiązka	podwiązeczka
podwórze	podwóreczko
podziałka	podziałeczka
poemat	poemacik
pojemnik	pojemniczek
pokojowa	pokojówka
pokojówka	pokojóweczka
pokolędować	kolędeczka
pokorny	pokorniutki
pokrywa	pokrywka
pokrzywa	pokrzywka
pokój	pokoiczek
pokój	pokoik
polana	polanka
polano	polanko
polar	polarek
pole	poletko
polewa	polewka
policjant	policjancik
poligon	poligonik
polip	polipek
polityka	polityczka
polka	poleczka
polot	polocik
polowanie	polowanko
polędwica	polędwiczka
pomalutku	pomaleńku
pomalutku	pomaluteńku
pomarańcza	pomarańczka
pomidor	pomidorek
pomnik	pomniczek
pomost	pomostek
pomost	pomościk
pompa	pompka
pompon	pomponik
pomyłka	pomyłeczka
pontyfikat	pontyfikacik
ponurak	ponuraczek
popielnica	popielniczka
poprawa	poprawka
popyt	popycik
porcelana	porcelanka
porcja	porcyjka
port	porcik
portal	portalik
portfel	portfelik
portki	porteczki
portret	portrecik
portyk	portyczek
porządek	porządeczek
posada	posadka
posiadówa	posiadówka
posiedzenie	posiedzonko
posmak	posmaczek
post	pościk
postulat	postulacik
postument	postumencik
poszewka	poszeweczka
poszwa	poszeweczka
poszwa	poszewka
posąg	posążek
posągowo	posążek
posłanie	posłanko
posłanka	posłaneczka
pot	pocik
potok	potoczek
potrawa	fasolka
potrawa	potrawka
potwór	potworek
powabnica	powabniczka
powiat	powiacik
powidła	powidełka
powiedzenie	powiedzonko
powijak	powijaczek
powlekać	powłoczka
powoli	powoluteńku
powoli	powolutku
powrot	powrocik
powóz	powozik
powłoka	powłoczka
poziomka	poziomeczka
poznaniak	poznaniaczek
połaźnik	połaźniczek
połówka	połóweczka
pończocha	pończoszka
poślad	pośladek
pożar	pożarek
prababka	prababcia
pralka	praleczka
pranie	pranko
prasowanie	prasowanko
prawak	prawaczek
prawdziwek	prawdziweczek
prawnik	prawniczek
prawnuk	prawnuczek
prawo	prawko
precel	precelek
preparat	preparacik
pretekst	pretekścik
prezent	prezencik
priorytet	priorytecik
problem	problemik
proceder	procederek
procent	procencik
proces	procesik
proch	proszek
produkcyjniak	produkcyjniaczek
produkt	produkcik
program	programik
projekt	projekcik
projektor	projektorek
proletariat	proletariacik
promień	promyczek
promień	promyk
proporzec	proporczyk
prosiak	prosiaczek
prosię	prosiaczek
prosię	prosiątko
prostak	prostaczek
prostokąt	prostokącik
prosty	prościusieńki
prosty	prościuteńki
prosty	prościutki
prosty	prościuśki
protest	proteścik
proteza	protezka
protokół	protokolik
protokół	protokólik
prowiant	prowiancik
prowokatorka	prowokacyjka
prymula	prymulka
prymus	prymusik
pryszcz	pryszczyk
przecier	przecierek
przeciętniak	przeciętniaczek
przeciętny	przeciętniutki
przedmiot	przedmiocik
